,selected_text,sentiment,text,textID
14247,"Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I`m still EVIL tho!",neutral," Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I`m still EVIL tho!",04d4c83373
14248,everyone says that,neutral, everyone says that,2d003b7d57
14249,early happy day of birth in case I don`t make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!,neutral, early happy day of birth in case I don`t make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!,eed4cec21c
14250,"Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",neutral," Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",fbd2944d44
14251,trending,positive,"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in",d64075cf8e
14252,soooo fed up,negative,soooo fed up with this,74e3989cce
14253,Just like the old days  drinkin at the old spot .,neutral,Just like the old days  drinkin at the old spot .,3379051ba9
14254,"gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",neutral," gandang mac un ah! for sure, if its out in the market mas mahal pa sya sa macbook pro. ang cool ng concept!",5b2b6572f5
14255,escaped,negative,"_beyond I told you people in indiana were batshit. I lived there, after all. I feel like I escaped from that Orwell book everyday...",898c8acc0e
14256,had an amazing night with the girls,positive,had an amazing night with the girls,c842335349
14257,Sor,negative, can`t! need to work on overtime project at lunchtime.    Sorry!,75bf000837
14258,Happy Mother`s Day!,positive,wishes Happy Mother`s Day!,3e3fbc1a08
14259,I want a lie in tomorrow! Won`t be getting one though,neutral,I want a lie in tomorrow! Won`t be getting one though,1a5fd7a193
14260,Oh you do? I have the ability to teleport,neutral, Oh you do? I have the ability to teleport,734c3ca05b
14261,"fun,",positive," I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",3e9bcfb23e
14262,beautiful,positive,Such a beautiful day...wish my bike hadn`t been run over by a car - hit and run.   #bikeTO,5e7bd5379c
14263,HAPPY,positive,A VERY HAPPY MOTHER`S DAY TO ALL MOTHERS OUT THERE! Mamma Mia - Abba   ? http://blip.fm/~5z5uw,3f7f05c2bd
14264,http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too,neutral,http://snipurl.com/hbp3g  Canalway Cavalcade over in `little venice` near Warwick Avenue - on today too,354a5dd44d
14265,"I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",neutral," I read for pure escapism. Don`t make me think, take me away  non-fiction tends not to achieve that, for some strange reason",de1279326c
14266,Screw you guys,negative,Screw you guys and your prom pictures,a8b73cf5d5
14267,Bored.,negative,So Bored. Firday Evening And Nothing To Do,6b9139eb13
14268,i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',neutral,i told myself i wasn`t gonna cry and then one kid that everyone made fun of all year said 'it`s been a good year',531716ef0c
14269,"Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",neutral," Yeah, she`s done it several times. My Dumerils boa did it a few times w/ no prob. Just wonder if my hognose needs bigger food.",7325265617
14270,Went to bed at 12:20 last night. Woke up around 10:45. Holy ****.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.,neutral,Went to bed at 12:20 last night. Woke up around 10:45. Holy ****.  I need to get up EARLIER. Like 8. Wish I could get up at 6 every day.,c8414dee56
14271,Such a good mama.,positive,Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,9a34591d8a
14272,tired,negative,nomatter how much i sleep am still tired  either going to sleep early or late....,0ea6458418
14273,"Soo embarassed I didn`t see the tweets I`ve been getting from kind followers.    I`ll do better, I promise!!",neutral,"Soo embarassed I didn`t see the tweets I`ve been getting from kind followers.    I`ll do better, I promise!!!",ce7cbb3384
14274,i was sweating 2 but i didnt see u there,neutral, i was sweating 2 but i didnt see u there,666343ea8b
14275,I misse,negative, Celebrity sighting: Spongebobs here! #BEA09   LOL! Now I`m even more distraught I missed it,af3ef576ab
14276,watching the games and making some popcornss!,neutral,watching the games and making some popcornss!,3d4d752c67
14277,sorry,negative,"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",f524018791
14278,Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,neutral,Admitting that I don`t like action plots and I do like romance plots always makes me feel like I`m setting back the feminist cause.,878c210da3
14279,"So twitter is a journey now.  well, okay.",neutral,"So twitter is a journey now.  well, okay.",df7b4a0686
14280,Im sure the 5 ppl who came in after me will be seen by a dentist before I will,negative,Im sure the 5 ppl who came in after me will be seen by a dentist before I will,a19a34d117
14281,good study day,positive,Rain makes for a good study day  almost done!!,912dc5e9cf
14282,sad,negative,My dog Roscoe died yestarday and I`m so sad,72a2dce32f
14283,boo  you can come over and we`ll watch telenovelas and braid each others hair.,neutral, boo  you can come over and we`ll watch telenovelas and braid each others hair.,22d7ee60ad
14284,Ok then  ...I was doing fine..now not so much lol,neutral, Ok then  ...I was doing fine..now not so much lol,c1d75a52e8
14285,_thomas if only the drinking game was tonight...I don`t have to work till 5 tomorrow,neutral,_thomas if only the drinking game was tonight...I don`t have to work till 5 tomorrow,f946da7a04
14286,I`m not good at in public,negative,My dad is trying to force me to learn to drive. I don`t like doing things I`m not good at in public,92198986f3
14287,e fun,positive, we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!,81e97ea850
14288,it soooo amazing!!,positive,"this song called stolen, it soooo amazing!! it by Dashboard Confessional",5ef029b362
14289,you have already sinned:,negative, don`t get impatient! for what? you have already sinned: strawberries with milk and sugar,6456258ee9
14290,"_skies  but gi is team edward, so i`d watch your back :p",neutral,"_skies  but gi is team edward, so i`d watch your back :p",d43394a352
14291,"OMG, POOR Jack.  That happened to  `s dog one time. Hope he gets better soon.",neutral," OMG, POOR Jack.  That happened to  `s dog one time. Hope he gets better soon.",a99538c82d
14292,Hoping,positive,Hoping I hear something soon about Krystles surgery,46854a1ac8
14293,pink bubble baths and champs,neutral,pink bubble baths and champs,2aa45c9ddc
14294,im contacting PAWS Philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much,neutral,im contacting PAWS Philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much,740e09f738
14295,mothers day pak...,neutral, mothers day pak...,61ee10555d
14296,exactly  Prime Minister doesn`t need take care this issue,neutral, exactly  Prime Minister doesn`t need take care this issue,c8f996b680
14297,also  your caramels are like crack....  just thought you should know.,neutral,also  your caramels are like crack....  just thought you should know.,cf5fa88696
14298,"I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any",neutral," I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any",3687ff49f9
14299,so lazy an,negative,"waking now, so lazy and very worry ...",84477ead41
14300,Good morning mate!,positive,_yeah - I know the feeling... Good morning mate!,ebdd8fcbda
14301,HAPPY,positive,Neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..HAPPY LADIES DAY 2MORO THEN...is dat better,3a9280227d
14302,i got locked out my carrrr  had to call a lock smith. - $35.00,neutral,i got locked out my carrrr  had to call a lock smith. - $35.00,485e27240d
14303,Goin to bed... Finally. So sleepy! *Happy mothers day!*,positive,Goin to bed... Finally. So sleepy! *Happy mothers day!*,af55e20cfd
14304,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!",neutral,"Wired mag needs to seriously chill out. I just renewed barely 3 months ago, yet they`ve already sent me 5 renewal letters for next year!",dea885bbc2
14305,Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure,neutral,Can`t wait for tomorrow ! It`s finally over ! Bittersweet for sure,0542afe6d7
14306,excited,positive,going to see star trek with my babe  im actually excited about this hah,abd42088e9
14307,better..,positive,C-News wasn`t as bad as I expected... could have done better... but today we did a great show...,1ca884fc2c
14308,o sux,negative, i want magic mountain tix but i dont get ur station out in paso  boo sux for me,d618862cbd
14309,miss,negative,http://twitpic.com/67hvr - This picture is from last year freshman year how I miss thos days,8e4415271f
14310,lol we should start a group lol the **** sisters,neutral, lol we should start a group lol the **** sisters,d0024ff498
14311,CoNvErSaTiNg,neutral,CoNvErSaTiNg,245c78cb37
14312,The Service was good,positive,just got home from church. The Service was good,3b18761a3a
14313,What do u see in her that i dont have,negative,What do u see in her that i dont have  ,5f2fe28153
14314,hate,negative,Geography papers are so boring!  I hate revision!,51e724b717
14315,Ok- I guess it`s time to throw in the towel and head to work,neutral,Ok- I guess it`s time to throw in the towel and head to work,d3f73a3487
14316,watching Destrey videos,neutral,watching Destrey videos,4e43108c4d
14317,Hanging out with Dan from Houston Calls!!,neutral,Hanging out with Dan from Houston Calls!!,cbfccb5dd5
14318,"Going home alone  Thats ok I need to be alone,",negative,"K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.",4f0f5e6688
14319,"sad, but true",neutral," sad, but true",b8f10aed88
14320,"just got home, talk",neutral,"just got home, talk",f302c1c568
14321,I want some cookies.,neutral,I want some cookies.,e401bc7cb1
14322,very sad,negative,"Still no pic, very sad",22c7c7dea6
14323,attempting to count the days till i return to canada...theres alot of them,neutral,attempting to count the days till i return to canada...theres alot of them,b09efb53a5
14324,Off to work I go!,neutral,Off to work I go!,8ec133a4ad
14325,"But  is on page 6 at Ms Twitterworld, only 26 votes",neutral," But  is on page 6 at Ms Twitterworld, only 26 votes",0671784da0
14326,happy mothers day <3 love u mami.,positive,"butterfly fly away- miley ray  , oh & happy mothers day <3 love u mami.",77f0ca1130
14327,slow internet,negative,14 more days with slow internet,dbade951f3
14328,AC getting installed today,neutral,AC getting installed today,f25e549db9
14329,Aww people must be COLOR BLIND  HUH random1,neutral,Aww people must be COLOR BLIND  HUH random1,c00110b594
14330,Come Back!!,positive, Hi Sharon Missed you on our x factor last year!!  Come Back!! x,e6bb7b3a91
14331,nope.  they are all sleeping cuz they live on the east coast.,neutral, nope.  they are all sleeping cuz they live on the east coast.,db565fc9d6
14332,fun,positive,All of you can have fun tweeting all day while im cleaning hair  LOL,1510b48c1d
14333,Really enjoying,positive,The muse has me gripped firmly by the throat. Really enjoying my writing,98fe54bad4
14334,Happy,positive," haha, happened to me a lot of times. Know the feeling. Happy mums day to ur mom too delle",99f699e61f
14335,just woke up with a cat in my face  haha,neutral,just woke up with a cat in my face  haha,a99ebc9c3f
14336,This is insane.,negative,Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,35b170372b
14337,My door looks naked   It makes my room feel bigger though.,neutral,My door looks naked   It makes my room feel bigger though.,c66eccae0f
14338,well.,positive,Last night went really well. Got some cracking shots,98cb6e168f
14339,ow,neutral, ow,5c6abc28a1
14340,wish,positive,i wish i was at the beach already,61f983b97c
14341,"hated it,",negative,"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR",d8139040f7
14342,ROCKED,positive,"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!",cf9184c380
14343,Chauncey is giving his last sac speech...,neutral,Chauncey is giving his last sac speech...,5c8339ce76
14344,FJGKFLD;`Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.,neutral,FJGKFLD;`Sdh WHY AM I NOT AT HOMETOWN DAYS WITH MY FRIENDS.,bcec654c69
14345,funny,positive,had a funny time at neball against PLC  score: 48-3. what a game.,7b87883ff8
14346,what happened to all your sexy quotes?,neutral, what happened to all your sexy quotes?,06d8467d04
14347,s fuzzy,negative, hello  Well it`s sunny out but my head is fuzzy and coffee isn`t brewed yet... how`s your day..?!,19ec7b2cb6
14348,hate docs,negative,"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",08a28d24c9
14349,"Now, hurts",negative,"_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now, hurts",80406b463c
14350,I hate that Costco always costs us so much money,negative, I hate that Costco always costs us so much money,35cc728e1d
14351,quite amusing,positive,Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album,7c57e06c07
14352,This day is fkn UGLY & it matches my mood  unfortunatly.,negative,This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon,7bc18718f8
14353,Extremely excited!,positive, Extremely excited! i`m 15 days behind you,27692fa2a3
14354,Haha!,positive, Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,c24a9e44d1
14355,Ha ha 1 point for the men,neutral,Ha ha 1 point for the men,2a5ed1c870
14356,Happy Mother`s Day,positive,Happy Mother`s Day  http://bit.ly/LRSnG,89d994dc9f
14357,Should not drink cheap wine,neutral,Should not drink cheap wine,64dd495a11
14358,hope you win!,positive, has just voted for you. hope you win!,ca7818818f
14359,is watching the canucks,neutral,is watching the canucks,ba8aa5e888
14360,Sorry,negative, Sorry we couldn`t get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,92868e85ea
14361,"oh wait your in Greece, I`m in the U.S of course you think differently",neutral," oh wait your in Greece, I`m in the U.S of course you think differently",f8ac0181ca
14362,Happy St,positive,Happy Star Wars Day! .... May the 4th Be with You!,26dfa4924b
14363,that`s awesome of you,positive,_0981 ohh that`s awesome of you  probably coulda gotten gifted tickets outta it from the foil queens LOL,6addf1de3f
14364,Wow!,positive, you`re in London?! Wow! I`m near there,a6dde3fc7f
14365,n I can be bothered LOL,neutral," hey ty for tip, wifi networking is one if my many talents  I`ll get on it when I can be bothered LOL",88a2fee6db
14366,Well thank you.,positive, Well thank you.,e4b2a3349f
14367,good luck,positive, good luck with the deer next weekend!! Hope it isn`t too cold or snowy,70dd3bbc54
14368,I was remembered of Pentecost  Uselessly complicated,negative," Actually, I also thought Mother`s Day was May 31st until I was remembered of Pentecost  Uselessly complicated, I would say",ba9467d823
14369,miss,negative,"Photo: So I still havnï¿½t hooked up my editing comp  I know you guys miss my artwork, so Iï¿½ve decided to... http://tumblr.com/xeh1wetiq",85ef35bd34
14370,happy,positive,Rachmaninoff makes me a happy panda.,c123f197ec
14371,the script are amaaazing!,positive, the script are amaaazing! Rusty halo and i`m yours are my favourites,23bab748bf
14372,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",neutral,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",276e7c36a0
14373,sadder,negative, seriously...it only gets sadder,44be01b835
14374,finally over my sickness.,positive,finally over my sickness.,e20a4b116f
14375,"It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all!",neutral,"It`s not my best writing, well i don`t think. LOL. but it`s some! I`d read it all if i were you!  It`s pretty **** good after all! =}. LOL",6d76ba5dcc
14376,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",negative,"Sry but other day tweets were MIA - twitter network glitch, but story was re: funeral mix-up, as in wrong remains delivered to ea.",76627e49ea
14377,why??,neutral, why??,1a3a13d44d
14378,Nice fusion idea,positive," wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",592be1cc63
14379,just done planting the garden...hope sun will shine soon!,positive,just done planting the garden...hope sun will shine soon!,e92a3495d6
14380,With alex,neutral,With alex,128a946b64
14381,?  there`s big money to be paid,negative, Shame about your job  have you thought about working for yourself?  there`s big money to be paid http://bit.ly/1864ml,ef780865f7
14382,noooootttttttt fun,negative,what a day!!! motorways and trains noooootttttttt fun,f9b52935c6
14383,omg wtf,negative, omg wtf why is there a **** site following me?!,8bd5b460ae
14384,Oh no!,negative, Oh no!,9bd1d86c69
14385,Just ordered henna! I`ll be a redhead again in a few weeks.,neutral,Just ordered henna! I`ll be a redhead again in a few weeks.,47dc43ade2
14386,l have a blast.,positive, hahaha. do it  you`ll have a blast.,63cab552b5
14387,There`s also a fairly recent (w/in past 10 years) quasi-sequel. Plot not as good but v. pretty in terms of art.,neutral,  There`s also a fairly recent (w/in past 10 years) quasi-sequel. Plot not as good but v. pretty in terms of art.,dab9c01f10
14388,what am l doing?? .....nothing much atm,neutral,what am l doing?? .....nothing much atm,b725d6903f
14389,night Diana and if you travel soon take care,positive, night Diana and if you travel soon take care,dbe877416c
14390,sober,positive, whatsoever do you mean by `how I get down` lol I`m always sober,3bed8a8f3a
14391,Good night all  Even though it`s morning for most of you lol,neutral,Good night all  Even though it`s morning for most of you lol,9266858b0e
14392,hugh isn`t on it  lied last week,negative,hugh isn`t on it  lied last week,c341d742b0
14393,feel sad,negative, yeah it is I feel sad tho.,b6f33cb14c
14394,hope u feel better sweetie,positive,  hope u feel better sweetie,b1c3543a34
14395,"We people? I`m just an amateur Ark builder, no political affiliation. All are welcome",neutral," We people? I`m just an amateur Ark builder, no political affiliation. All are welcome",ff6c2bc656
14396,lol wow I`m watching X-men: The last Stand right now too,neutral, http://twitpic.com/4vw9a - lol wow I`m watching X-men: The last Stand right now too,85621e6581
14397,Spending the first night in my new place!,neutral,Spending the first night in my new place!,9f2bcfb9b6
14398,infection,negative, yes and no. there`s some strange infection in my body that`s causing me to be sicker than I need and to have a fever.,c648a69d4b
14399,last real seventh hour,neutral,last real seventh hour,bffc178f35
14400,nice hair an,positive,nice hair and nowhere to go,51182bc42f
14401,Perfect weather today! Not feeling good tho...,neutral,On my deck... Perfect weather today! Not feeling good tho...,c04e8e49aa
14402,good,positive,At TGC concert  good to see old friends and remember the old times!,8140f3d608
14403,awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.,neutral,awake  slept in a little cuz no construction. now studying bio alllll day but i dont mind.,6eb4299c83
14404,good!!,positive,_henrie http://twitpic.com/4jbsq - looks so good!!  i want one!!,a4ba8cc407
14405,Excuse me ms.gomez who said you could leave,neutral,Excuse me ms.gomez who said you could leave,2fb0f9b3c2
14406,Thanks,positive, Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,ff41981fe4
14407,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,neutral,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though,a860dd0243
14408,Gorgeous,positive,"Gorgeous weather, but no bike",7f15ec34dd
14409,Thanks,positive," Thanks Heather, glad you like the dish",7339b184c5
14410,"wow, great to know",positive," wow, great to know a piece of software ensures our timely project delivery  #ProductNamingRulez",74a59b5b92
14411,Totally just skid all over the road.,neutral,Totally just skid all over the road.,f0a9308338
14412,sorry!!,negative,_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,fff44ae9f9
14413,I stung myself with stinging nettles all down my shin,neutral,I stung myself with stinging nettles all down my shin,c08dcd74dc
14414,I miss,negative,I miss the Air Canada Centre and Andy Frost...,2a5fb4cc78
14415,still awake.. will get some sleep i have to drive to Fortuna early.. Red Bull will guide me,neutral,still awake.. will get some sleep i have to drive to Fortuna early.. Red Bull will guide me,a5430efdd7
14416,bored..,negative,Ok super bored... guess no one else it,060ea6c6c8
14417,I cant follow any1  on FollowFriday LOL u guys follow,neutral,I cant follow any1  on FollowFriday LOL u guys follow        ,5103bd9124
14418,Wearing my new Victoria`s Secret slippers,neutral,Wearing my new Victoria`s Secret slippers,2dd4585065
14419,Having a long island ice tea,neutral,Having a long island ice tea,bf892b8d0f
14420,Sunburned,negative,Oh dear. Sunburned back,bd3145be68
14421,That would make my night for SURE. lol.  Goodnight!,positive, Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!,8a03134488
14422,i would prefer 1 more monday,neutral, i would prefer 1 more monday,fac523c9bc
14423,Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,neutral, Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,ba70d3346a
14424,not in the mood,negative,not in the mood,d909405790
14425,Good luck,positive,$RZ Hope so.  Time will tell.  Good luck   $$,54101c730f
14426,Thanks!,positive, Thanks! (followed me back),5279dfce2e
14427,I crochet Laura. Simple stitches...I can make a mean afgan!,neutral, I crochet Laura. Simple stitches...I can make a mean afgan!,c4973a6be3
14428,thank,positive, ohh right; but it turned her curve into a right angle.... I just like her better curvey   thanks for letting me know though!,23b8ac0826
14429,fun.,positive,"I have a 4-H lamb meeting. It should be fun. And it is sunny! Yay! I can play with my horses this afternoon. Clap, clap, clap!!!",d1f2b0c2a1
14430,lucky.,positive, you`re so lucky. we have 6 weeks until summer,5670a0857e
14431,"have a great time in the Hamptons. Hope it`s for some relaxation, not for work",positive," have a great time in the Hamptons. Hope it`s for some relaxation, not for work",1d44fe87e3
14432,enjoy,positive,_PopuLarEnt awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,cc423d12bd
14433,As do I  Leopold says hello.,neutral, As do I  Leopold says hello.,a5b5a19d49
14434,My shirt is a fuzz magnet today and I feel totally uncomfortable,negative,My shirt is a fuzz magnet today and I feel totally uncomfortable,66208ff50a
14435,yes please,neutral, yes please,fcbd27bb82
14436,e cranking spreadsheets,negative," It`s sunny and hot in London today, while I sit in office cranking spreadsheets",7977b7383f
14437,blocked,negative,"_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again",b4ac5cc4a0
14438,Having Problems,negative,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  ,f66c71e6f0
14439,believes,positive,believes that creativity  in cooking is only limited to your imagination... guess that applies for most things too... like photography,85a7f783e2
14440,Happy,positive,Is...Sayin Happy Mother`s Day 2 Everyone!!!!!,d79bae1dbd
14441,fun!,positive, Oh gosh I hope so. How fun!,5d42f675f6
14442,"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!",neutral,"@_shutupandsmile ow  .. we go back to your last avatar, Is that your boyfriend who lying on bed?  i see it!",4e0a354105
14443,Crawling back into bed...because I can,neutral,Crawling back into bed...because I can,7f24574379
14444,ye it is not fare on me,negative, ye it is not fare on me  x,686732c2aa
14445,tired,negative,"So tired of driving, I really could use a chauffeur",05c1590a10
14446,. I Love YOU,positive, Cause its true!!! It would!!! Hahaha... I Love YOU,d7421bfd82
14447,is busy creating a new logo for my  site,neutral,is busy creating a new logo for my  site,735fa4e3ea
14448,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.,neutral,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.,ffd9503b5c
14449,sadly awake.,negative,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys,4bc2de8a68
14450,He`s a good lad,positive, He`s a good lad is wore Phil...  known each other for 22 years now... seems like 5 minutes!!  haha   You ok Hayley?,4fdd2fa268
14451,"Unfortunately,",negative," Unfortunately, I will be nowhere near the beach. I have fam in that area, too.",30ac477e90
14452,hate,negative, Get you lol what time we eating id hate to be late,f93e839766
14453,My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,neutral, My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,24d79167f7
14454,i totally do not know how ticketless travel works,neutral,i totally do not know how ticketless travel works,81e43552c2
14455,I thought it was pretty funny too!,positive, lol! I thought it was pretty funny too!,3289b3a9a5
14456,"haha moms back today from a weekend away , her first words, ` whys the house so dirty?` i love life ..",neutral,"haha moms back today from a weekend away , her first words, ` whys the house so dirty?` i love life ..",34fee64221
14457,hate u.,negative, hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....,dcea82cc06
14458,t AIDAN!,negative, oh but that girl  but AIDAN!,c977dd5d35
14459,i hate,negative,_McLife yeah that is the one thing i hate about tweetdeck,c7fde29c4c
14460,Really! No even a little bit of #pane,neutral, Really! No even a little bit of #pane,1e89a9ac1a
14461,sucks,negative, oh **** that sucks,6117fbee73
14462,Thanks fo,negative,Thanks for the follow my new Twitpeeps!,bf4ba75b52
14463,"Is at Panera eating a bacon, egg and cheese with a coffee!",neutral,"Is at Panera eating a bacon, egg and cheese with a coffee!  http://twitpic.com/4jip9",436e47a4e0
14464,fav,positive, i just downloaded Bonnie and Clyde by Beyonce and Jay-Z...an old fav,d60dc677bc
14465,Lovely,positive,Lovely hubby has just spray tanned the back of my legs for me so hopefully won`t look like an allsort for much longer!!,fb8c384857
14466,"Um, I was thrown from `s van yesterday and had to be taken to the ER",neutral,"_jodie Um, I was thrown from `s van yesterday and had to be taken to the ER",6f9466f0f9
14467,yeps...just for today though  I badly wanted to do some geek-shopping...,negative, yeps...just for today though  I badly wanted to do some geek-shopping...,5ea7f98140
14468,"foolish,",negative,"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",cc5474969d
14469,"I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though",neutral,"I`ve got sunburnt knees... it`s funny now, but I bet they`ll sting later   Had a fab day though  x",e5f188ee99
14470,aircon not working in my office,negative,"Aaaagh, aircon not working in my office",18d407456b
14471,Starting some work on final year project. Just making some test pieces in flash to see how things could work. Listning to iPod too,neutral,Starting some work on final year project. Just making some test pieces in flash to see how things could work. Listning to iPod too,96c035584a
14472,Boring,negative,Need To Go Shopping  Boring Day T`day....Nothing To Dooo. College Tmro...How ****` Excitin`  Wish Twitter Was Simplified For Me =] <3,8623121914
14473,Heading downtown! Drinks and dancing!!,positive,Heading downtown! Drinks and dancing!!,957ea445a2
14474,Im so done with this cold.,negative,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",6503a57763
14475,thanks,positive, You`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,c8bbba1ccc
14476,those pages are expensive!   Stupid organizing collection,negative,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",913c91b0de
14477,where`s the UK love?!,neutral, where`s the UK love?!,bc51b08e74
14478,broken wrist,negative,I have a broken wrist,48862453f0
14479,Guess I`ll be running in a little bit. Accidentally fell asleep,neutral,Guess I`ll be running in a little bit. Accidentally fell asleep,aaf0834138
14480,Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,positive,Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,5a45a070ed
14481,Thank God for Mommies!,positive,had a nice brunch by the bay.. Thank God for Mommies!,d64016978b
14482,i love you.,positive,  i love you. don`t leave me!,b4927eca78
14483,boo,negative,Back to reality... boo,f19a15c924
14484,Is definitely working sunday afternoon to late evening,neutral,Is definitely working sunday afternoon to late evening,c32d74b974
14485,we spent lots of money for nothing. that`s boring,negative, you didn`t come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that`s boring,58eb4caec4
14486,I only have 2 more seasons of X-Files to watch,neutral,I only have 2 more seasons of X-Files to watch,e450eb5308
14487,s are fun again!,positive, I understand  Computers are fun again!,1198e70e6e
14488,interesting,positive, haha it will be interesting haha,ae9dd31756
14489,Yes. when I was talking to you...,neutral, Yes. when I was talking to you...,92cf813428
14490,I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,neutral,  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,c50f230453
14491,lucky,positive,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,54c7bed2cb
14492,so cold today!!,negative,Im craving some cinnamon toast crunch. Why is it so cold today!!,4cca6419e7
14493,Thanks,positive, Thanks bro but I`m awake already  How are you?,fdadb26d49
14494,i love you,positive,At the coast. Too many people here i know.  i love you Nicci!,eaf89b4158
14495,"sucks,",negative," you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",217f8990f6
14496,Watching Ace of Cakes,neutral,Watching Ace of Cakes,838ea51c99
